code_hs	designation	unite_us	taux_dd	categorie	statut
8902.00.39.00	-- Autres - D'une jauge brute supérieure à 300 tonneaux :	u	5.00	1	actif
8902.00.41.00	-- Equipés d'une installation de congélation du produit de leur pêche	u	5.00	1	actif
8902.00.49.00	-- Autres Yachts et autres bateaux et embarcations de plaisance ou de sport; bateaux à rames et canoës. - Bateaux gonflables, même à coque rigide :	u	5.00	1	actif
8903.11.00.00	-- Comportant un moteur ou conçus pour comporter un moteur, d'un poids à vide sans moteur n'excédant pas 100 kg	u	20.00	3	actif
8903.12.00.00	-- Non conçus pour être utilisés avec un moteur et d'un poids à vide n'excédant pas 100 kg	u	20.00	3	actif
8903.19.00.00	-- Autres - Bateaux à voile, autres que gonflables, même avec moteur auxiliaire :	u	20.00	3	actif
8903.21.00.00	-- D'une longueur n'excédant pas 7,5 m	u	20.00	3	actif
8903.22.00.00	-- D'une longueur excédant 7,5 m mais n'excédant pas 24 m	u	20.00	3	actif
8903.23.00.00	-- D'une longueur excédant 24 m - Bateaux à moteur, autres que gonflables, ne comportant pas de moteur hors-bord :	u	20.00	3	actif
8903.31.00.00	-- D'une longueur n'excédant pas 7,5 m	u	20.00	3	actif
8903.32.00.00	-- D'une longueur excédant 7,5 m mais n'excédant pas 24 m	u	20.00	3	actif
8903.33.00.00	-- D'une longueur excédant 24 m - Autres :	u	20.00	3	actif
8903.93.00.00	-- D'une longueur n'excédant pas 7,5 m	u	20.00	3	actif
8903.99.00.00	-- Autres	u	20.00	3	actif
8904.00.00.00	Remorqueurs et bateaux-pousseurs. Bateaux-phares, bateaux-pompes, bateaux- dragueurs, pontons-grues et autres bateaux pour lesquels la navigation n'est qu'accessoire par rapport à la fonction principale; docks flottants; plates- formes de forage ou d'exploitation, flottantes ou submersibles.	u	5.00	1	actif
8905.10.00.00	- Bateaux-dragueurs	u	5.00	1	actif
8905.20.00.00	- Plates-formes de forage ou d'exploitation, flottantes ou submersibles	u	5.00	1	actif
8905.90.00.00	- Autres	u	5.00	1	actif
8906.10.00.00	- Navires de guerre	u	10.00	2	actif
8906.90.00.00	- Autres Autres engins flottants (radeaux, réservoirs, caissons, coffres d'amarrage, bouées et balises, par exemple).	u	10.00	2	actif
8907.10.00.00	- Radeaux gonflables	u	5.00	1	actif
8907.90.00.00	- Autres	u	10.00	2	actif
8908.00.00.00	Bateaux et autres engins flottants à dépecer.	u	5.00	1	actif
9001.10.00.00	- Fibres optiques, faisceaux et câbles de fibres optiques	kg	5.00	1	actif
9001.20.00.00	- Matières polarisantes en feuilles ou en plaques	kg	10.00	2	actif
9001.30.00.00	- Verres de contact - Verres de lunetterie en verre :	u	5.00	1	actif
9001.40.10.00	-- Médicaux	u	5.00	1	actif
9001.40.90.00	-- Autres - Verres de lunetterie en autres matières :	u	10.00	2	actif
9001.50.10.00	-- Médicaux	u	5.00	1	actif
9001.50.90.00	-- Autres	u	10.00	2	actif
9001.90.00.00	- Autres	kg	10.00	2	actif
9002.11.00.00	-- Pour appareils de prise de vues, pour projecteurs ou pour appareils photographiques ou cinématographiques d'agrandissement ou de réduction	kg	20.00	3	actif
9002.19.00.00	-- Autres	kg	20.00	3	actif
9002.20.00.00	- Filtres	kg	20.00	3	actif
9002.90.00.00	- Autres Montures de lunettes ou d'articles similaires, et leurs parties. - Montures :	kg	20.00	3	actif
9003.11.00.00	-- En matières plastiques	u	10.00	2	actif
9003.19.00.00	-- En autres matières	u	10.00	2	actif
9003.90.00.00	- Parties Lunettes (correctrices, protectrices ou autres) et articles similaires.	kg	5.00	1	actif
9004.10.00.00	- Lunettes solaires - Autres :	u	10.00	2	actif
9004.90.10.00	-- Lunettes correctrices	u	5.00	1	actif
9004.90.90.00	-- Autres Jumelles, longues-vues, lunettes astronomiques, télescopes optiques, et leurs bâtis; autres instruments d'astronomie et leurs bâtis, à l'exclusion des appareils de radio-astronomie.	u	10.00	2	actif
9005.10.00.00	- Jumelles	u	20.00	3	actif
9005.80.00.00	- Autres instruments	u	20.00	3	actif
9005.90.00.00	- Parties et accessoires (y compris les bâtis) Appareils photographiques; appareils et dispositifs, y compris les lampes et tubes, pour la production de la lumière-éclair en photographie, à l'exclusion des lampes et tubes à décharge du n° 85.39.	kg	10.00	2	actif
9006.30.00.00	- Appareils photographiques spécialement conçus pour la photographie sous-marine ou aérienne, pour l'examen médical d'organes internes ou pour les laboratoires de médecine légale ou d'identité judiciaire	u	20.00	3	actif
9006.40.00.00	- Appareils photographiques à développement et tirage instantanés	u	20.00	3	actif
9006.53.00.00	-- Pour pellicules en rouleaux d'une largeur de 35 mm.	u	20.00	3	actif
9006.59.00.00	-- Autres - Appareils et dispositifs, y compris les lampes et tubes, pour la production de la lumière-éclair en photographie :	u	20.00	3	actif
9006.61.00.00	-- Appareils à tube à décharge pour la production de la lumière- éclair (dits «flashes électroniques»)	u	20.00	3	actif
9006.69.00.00	-- Autres - Parties et accessoires :	u	20.00	3	actif
9006.91.00.00	-- D'appareils photographiques	kg	10.00	2	actif
9006.99.00.00	-- Autres Caméras et projecteurs cinématographiques, même incorporant des appareils d'enregistrement ou de reproduction du son.	kg	10.00	2	actif
9007.10.00.00	- Caméras	u	20.00	3	actif
9007.20.00.00	- Projecteurs - Parties et accessoires :	u	20.00	3	actif
9007.91.00.00	-- De caméras	kg	10.00	2	actif
9007.92.00.00	-- De projecteurs Projecteurs d'images fixes; appareils photographiques d'agrandissement ou de réduction.	kg	10.00	2	actif
9008.50.00.00	- Projecteurs et appareils d'agrandissement ou de réduction	u	20.00	3	actif
9008.90.00.00	- Parties et accessoires Appareils et matériel pour laboratoires photographiques ou cinématographiques, non dénommés ni compris ailleurs dans le présent Chapitre; négatoscopes; écrans pour projections.	kg	10.00	2	actif
9010.10.00.00	- Appareils et matériel pour le développement automatique des pellicules photographiques, des films cinématographiques ou du papier photographique en rouleaux ou pour l'impression automatique des pellicules développées sur des rouleaux de papier photographique	u	20.00	3	actif
9010.50.00.00	- Autres appareils et matériel pour laboratoires photographiques ou cinématographiques; négatoscopes	u	20.00	3	actif
9010.60.00.00	- Ecrans pour projections	u	20.00	3	actif
9010.90.00.00	- Parties et accessoires	kg	10.00	2	actif
9011.10.00.00	- Microscopes stéréoscopiques	u	5.00	1	actif
9011.20.00.00	- Autres microscopes, pour la photomicrographie, la cinéphoto- micrographie ou la microprojection	u	5.00	1	actif
9011.80.00.00	- Autres microscopes	u	5.00	1	actif
9011.90.00.00	- Parties et accessoires Microscopes autres qu'optiques; diffractographes.	kg	5.00	1	actif
9012.10.00.00	- Microscopes autres qu'optiques; diffractographes	u	5.00	1	actif
9012.90.00.00	- Parties et accessoires Lasers, autres que les diodes laser; autres appareils et instruments d'optique, non dénommés ni compris ailleurs dans le présent Chapitre.	kg	5.00	1	actif
9013.10.00.00	- Lunettes de visée pour armes; périscopes; lunettes pour machines, appareils ou instruments du présent Chapitre ou de la Section XVI	u	20.00	3	actif
9013.20.00.00	- Lasers, autres que les diodes laser	u	5.00	1	actif
9013.80.00.00	- Autres dispositifs, appareils et instruments	u	10.00	2	actif
9013.90.00.00	- Parties et accessoires Boussoles, y compris les compas de navigation; autres instruments et appareils de navigation.	kg	5.00	1	actif
9014.10.00.00	- Boussoles, y compris les compas de navigation	u	5.00	1	actif
9014.20.00.00	- Instruments et appareils pour la navigation aérienne ou spatiale (autres que les boussoles)	u	5.00	1	actif
9014.80.00.00	- Autres instruments et appareils	u	5.00	1	actif
9014.90.00.00	- Parties et accessoires Instruments et appareils de géodésie, de topographie, d'arpentage, de nivellement, de photogrammétrie, d'hydrographie, d'océanographie, d'hydrologie, de météorologie ou de géophysique, à l'exclusion des boussoles; télémètres.	kg	5.00	1	actif
9015.10.00.00	- Télémètres	u	5.00	1	actif
9015.20.00.00	- Théodolites et tachéomètres	u	5.00	1	actif
9015.30.00.00	- Niveaux	u	5.00	1	actif
9015.40.00.00	- Instruments et appareils de photogrammétrie	kg	5.00	1	actif
9015.80.00.00	- Autres instruments et appareils	u	5.00	1	actif
9015.90.00.00	- Parties et accessoires	kg	5.00	1	actif
9016.00.00.00	Balances sensibles à un poids de 5 cg ou moins, avec ou sans poids. Instruments de dessin, de traçage ou de calcul (machines à dessiner, pantographes, rapporteurs, étuis de mathématiques, règles et cercles à calcul, par exemple); instruments de mesure de longueurs, pour emploi à la main (mètres, micromètres, pieds à coulisse et calibres, par exemple), non dénommés ni compris ailleurs dans le présent Chapitre.	kg	5.00	1	actif
9017.10.00.00	- Tables et machines à dessiner, même automatiques	u	5.00	1	actif
9017.20.00.00	- Autres instruments de dessin, de traçage ou de calcul	u	5.00	1	actif
9017.30.00.00	- Micromètres, pieds à coulisse, calibres et jauges	u	5.00	1	actif
9017.80.00.00	- Autres instruments	u	5.00	1	actif
9017.90.00.00	- Parties et accessoires Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels. - Appareils d'électrodiagnostic (y compris les appareils d'exploration fonctionnelle ou de surveillance de paramètres physiologiques) :	kg	5.00	1	actif
9018.11.00.00	-- Electrocardiographes	u	5.00	1	actif
9018.12.00.00	-- Appareils de diagnostic par balayage ultrasonique (scanners)	u	5.00	1	actif
9018.13.00.00	-- Appareils de diagnostic par visualisation à résonance magnétique	u	5.00	1	actif
9018.14.00.00	-- Appareils de scintigraphie	u	5.00	1	actif
9018.19.00.00	-- Autres	u	5.00	1	actif
9018.20.00.00	- Appareils à rayons ultraviolets ou infrarouges - Seringues, aiguilles, cathéters, canules et instruments similaire :	kg	5.00	1	actif
9018.31.00.00	-- Seringues, avec ou sans aiguilles	u	5.00	1	actif
9018.32.00.00	-- Aiguilles tubulaires en métal et aiguilles à sutures	kg	5.00	1	actif
9018.39.00.00	-- Autres	u	5.00	1	actif
9018.41.00.00	-- Tours dentaires, même combinés sur une base commune avec d'autres équipements dentaires	kg	5.00	1	actif
9018.49.00.00	-- Autres	u	5.00	1	actif
9018.50.00.00	- Autres instruments et appareils d'ophtalmologie	kg	5.00	1	actif
9018.90.00.00	- Autres instruments et appareils	u	5.00	1	actif
9019.10.10.00	-- « Jacuzzi » et appareils d'hydromassage similaires	kg	5.00	1	actif
9019.10.90.00	-- Autres	kg	5.00	1	actif
9019.20.00.00	- Appareils d'ozonothérapie, d'oxygénothérapie, d'aérosolthérapie, appareils respiratoires de réanimation et autres appareils de thérapie respiratoire	kg	5.00	1	actif
9020.00.00.00	Autres appareils respiratoires et masques à gaz, à l'exclusion des masques de protection dépourvus de mécanisme et d'élément filtrant amovible. Articles et appareils d'orthopédie, y compris les ceintures et bandages médico- chirurgicaux et les béquilles; attelles, gouttières et autres articles et appareils pour fractures; articles et appareils de prothèse; appareils pour faciliter l'audition aux sourds et autres appareils à tenir à la main, à porter sur la personne ou à implanter dans l'organisme, afin de compenser une déficience ou une infirmité.	kg	5.00	1	actif
9021.10.00.00	- Articles et appareils d'orthopédie ou pour fractures - Articles et appareils de prothèse dentaire :	kg	0.00	0	actif
9021.21.00.00	-- Dents artificielles	kg	0.00	0	actif
9021.29.00.00	-- Autres - Autres articles et appareils de prothèse :	kg	0.00	0	actif
9021.31.00.00	-- Prothèses articulaires	kg	0.00	0	actif
9021.39.00.00	-- Autres	kg	0.00	0	actif
9021.40.00.00	- Appareils pour faciliter l'audition aux sourds, à l'exclusion des parties et accessoires	u	0.00	0	actif
9021.50.00.00	- Stimulateurs cardiaques, à l'exclusion des parties et accessoires	u	0.00	0	actif
9021.90.00.00	- Autres Appareils à rayons X et appareils utilisant les radiations alpha, bêta ou , gamma ou d'autres radiations ionisantes, même à usage médical, chirurgical, dentaire ou vétérinaire, y compris	kg	0.00	0	actif
9022.12.00.00	-- Appareils de tomographie pilotés par une machine automatique de traitement de l'information	u	5.00	1	actif
9022.13.00.00	-- Autres, pour l'art dentaire	u	5.00	1	actif
9022.14.00.00	-- Autres, pour usages médicaux, chirurgicaux ou vétérinaires	u	5.00	1	actif
9022.19.00.00	-- Pour autres usages - Appareils utilisant les radiations alpha, bêta ou, gamma ou d'autres radiations ionisantes, même à usage médical, chirurgical, dentaire ou vétérinaire, y compris les appareils de radiophotographie ou de radiothérapie :	u	5.00	1	actif
9022.21.00.00	-- A usage médical, chirurgical, dentaire ou vétérinaire	u	5.00	1	actif
9022.29.00.00	-- Pour autres usages	u	5.00	1	actif
9022.30.00.00	- Tubes à rayons X	u	5.00	1	actif
9022.90.00.00	- Autres, y compris les parties et accessoires	kg	5.00	1	actif
9023.00.00.00	Instruments, appareils et modèles conçus pour la démonstration (dans l'enseignement ou les expositions, par exemple), non susceptibles d'autres emplois. Machines et appareils d'essais de dureté, de traction, de compression, d'élasticité ou d'autres propriétés mécaniques des matériaux (métaux, bois, textiles, papier, matières plastiques, par exemple).	kg	5.00	1	actif
9024.10.00.00	- Machines et appareils d'essais des métaux	u	5.00	1	actif
9024.80.00.00	- Autres machines et appareils	u	5.00	1	actif
9024.90.00.00	- Parties et accessoires Densimètres, aréomètres, pèse-liquides et instruments flottants similaires, thermomètres, pyromètres, baromètres, hygromètres et psychromètres, enregistreurs ou non, même	kg	5.00	1	actif
9025.11.00.00	-- A liquide, à lecture directe	u	5.00	1	actif
9025.19.00.00	-- Autres	u	5.00	1	actif
9025.80.00.00	- Autres instruments	u	5.00	1	actif
9025.90.00.00	- Parties et accessoires Instruments et appareils pour la mesure ou le contrôle du débit, du niveau, de la pression ou d'autres caractéristiques variables des liquides ou des gaz (débitmètres, indicateurs de niveau, manomètres, compteurs de chaleur, par exemple), à l'exclusion des instruments et appareils des n°s 90.14, 90.15, 90.28 ou 90.32.	kg	5.00	1	actif
9026.10.00.00	- Pour la mesure ou le contrôle du débit ou du niveau des liquides	u	5.00	1	actif
9026.20.00.00	- Pour la mesure ou le contrôle de la pression	u	5.00	1	actif
9026.80.00.00	- Autres instruments et appareils	u	5.00	1	actif
9026.90.00.00	- Parties et accessoires	kg	5.00	1	actif
9027.10.00.00	- Analyseurs de gaz ou de fumées	u	5.00	1	actif
9027.20.00.00	- Chromatographes et appareils d'électrophorèse	u	5.00	1	actif
9027.30.00.00	- Spectromètres, spectrophotomètres et spectrographes utilisant les rayonnements optiques (UV, visibles, IR)	u	5.00	1	actif
9027.50.00.00	- Autres instruments et appareils utilisant les rayonnements optiques (UV, visibles, IR) - Autres instruments et appareils :	u	5.00	1	actif
9027.81.00.00	-- Spectromètres de masse	u	5.00	1	actif
9027.89.00.00	-- Autres	u	5.00	1	actif
9027.90.00.00	- Microtomes; parties et accessoires Compteurs de gaz, de liquides ou d'électricité, y compris les compteurs pour leur étalonnage.	kg	5.00	1	actif
9028.10.00.00	- Compteurs de gaz	u	10.00	2	actif
9028.20.00.00	- Compteurs de liquides	u	10.00	2	actif
9028.30.00.00	- Compteurs d'électricité	u	10.00	2	actif
9028.90.00.00	- Parties et accessoires Autres compteurs (compteurs de tours, compteurs de production, taximètres, totalisateurs de chemin parcouru, podomètres, par exemple); indicateurs de vitesse et tachymètres, autres que ceux des n°s 90.14 ou 90.15; stroboscopes.	kg	5.00	1	actif
9029.10.00.00	- Compteurs de tours ou de production, taximètres, totalisateurs de chemin parcouru, podomètres et compteurs similaires	u	10.00	2	actif
9029.20.00.00	- Indicateurs de vitesse et tachymètres; stroboscopes	u	10.00	2	actif
9029.90.00.00	- Parties et accessoires Oscilloscopes, analyseurs de spectre et autres instruments et appareils pour la mesure ou le contrôle de grandeurs électriques; instruments et appareils pour la mesure ou la détection des radiations alpha, bêta, gamma, X, cosmiques ou autres radiations ionisantes.	kg	5.00	1	actif
9030.10.00.00	- Instruments et appareils pour la mesure ou la détection des radiations ionisantes	u	10.00	2	actif
9030.20.00.00	- Oscilloscopes et oscillographes - Autres instruments et appareils pour la mesure ou le contrôle de la tension, de l'intensité, de la résistance ou de la puissance (autres que ceux pour la mesure ou le contrôle des disques ou des dispositifs à semi- conducteur) :	u	10.00	2	actif
9030.31.00.00	-- Multimètres, sans dispositif enregistreur	u	10.00	2	actif
9030.32.00.00	-- Multimètres, avec dispositif enregistreur	u	10.00	2	actif
9030.33.00.00	-- Autres, sans dispositif enregistreur	u	10.00	2	actif
9030.39.00.00	-- Autres, avec dispositif enregistreur	u	10.00	2	actif
9030.40.00.00	- Autres instruments et appareils, spécialement conçus pour les techniques de la télécommunication (hypsomètres, kerdomètres, distorsiomètres, psophomètres, par exemple) - Autres instruments et appareils :	u	10.00	2	actif
9030.82.00.00	-- Pour la mesure ou le contrôle des disques ou des dispositifs à semi-conducteur (y compris les circuits intégrés)	u	10.00	2	actif
9030.84.00.00	-- Autres, avec dispositif enregistreur	u	10.00	2	actif
9030.89.00.00	-- Autres	u	10.00	2	actif
9030.90.00.00	- Parties et accessoires Instruments, appareils et machines de mesure ou de contrôle, non dénommés ni compris ailleurs dans le présent Chapitre; projecteurs de profils.	kg	5.00	1	actif
9031.10.00.00	- Machines à équilibrer les pièces mécaniques	u	10.00	2	actif
9031.20.00.00	- Bancs d'essai - Autres instruments et appareils optiques :	u	5.00	1	actif
9031.41.00.00	-- Pour le contrôle des disques ou des dispositifs à semi- conducteur (y compris les circuits intégrés) ou pour le contrôle des masques photographiques ou des réticules utilisés dans la fabrication de dispositifs à semi-conducteur (y compris les circuits intégrés)	u	10.00	2	actif
9031.49.00.00	-- Autres	u	10.00	2	actif
9031.80.00.00	- Autres instruments, appareils et machines	u	10.00	2	actif
9031.90.00.00	- Parties et accessoires Instruments et appareils pour la régulation ou le contrôle automatiques.	kg	5.00	1	actif
9032.10.00.00	- Thermostats	u	10.00	2	actif
9032.20.00.00	- Manostats (pressostats)	u	10.00	2	actif
9032.81.00.00	-- Hydrauliques ou pneumatiques	u	10.00	2	actif
9032.89.00.00	-- Autres	u	10.00	2	actif
9032.90.00.00	- Parties et accessoires	kg	5.00	1	actif
9033.00.00.00	Parties et accessoires non dénommés ni compris ailleurs dans le présent Chapitre, pour machines, appareils, instruments ou articles du Chapitre 90.	kg	5.00	1	actif
9101.11.00.00	-- A affichage mécanique seulement	u	20.00	3	actif
9101.19.00.00	-- Autres - Autres montres-bracelets, même incorporant un compteur de temps :	u	20.00	3	actif
9101.21.00.00	-- A remontage automatique	u	20.00	3	actif
9101.29.00.00	-- Autres - Autres :	u	20.00	3	actif
9101.91.00.00	-- Fonctionnant électriquement	u	20.00	3	actif
9101.99.00.00	-- Autres	u	20.00	3	actif
9102.11.00.00	-- A affichage mécanique seulement	u	20.00	3	actif
9102.12.00.00	-- A affichage optoélectronique seulement	u	20.00	3	actif
9102.19.00.00	-- Autres - Autres montres-bracelets, même incorporant un compteur de temps :	u	20.00	3	actif
9102.21.00.00	-- A remontage automatique	u	20.00	3	actif
9102.29.00.00	-- Autres - Autres :	u	20.00	3	actif
9102.91.00.00	-- Fonctionnant électriquement	u	20.00	3	actif
9102.99.00.00	-- Autres Réveils et pendulettes, à mouvement de montre.	u	20.00	3	actif
9103.10.00.00	- Fonctionnant électriquement	u	20.00	3	actif
9103.90.00.00	- Autres	u	20.00	3	actif
9104.00.00.00	Montres de tableaux de bord et montres similaires, pour automobiles, véhicules aériens, bateaux ou autres véhicules. Réveils, pendules, horloges et appareils d'horlogerie similaires, à mouvement autre que de montre. - Réveils :	u	20.00	3	actif
9105.11.00.00	-- Fonctionnant électriquement	u	20.00	3	actif
9105.19.00.00	-- Autres - Pendules et horloges, murales :	u	20.00	3	actif
9105.21.00.00	-- Fonctionnant électriquement	u	20.00	3	actif
9105.29.00.00	-- Autres - Autres :	u	20.00	3	actif
9105.91.00.00	-- Fonctionnant électriquement	u	20.00	3	actif
9105.99.00.00	-- Autres Appareils de contrôle du temps et compteurs de temps, à mouvement d'horlogerie ou à moteur synchrone (horloges de pointage, horodateurs, horocompteurs, par exemple).	u	20.00	3	actif
9106.10.00.00	- Horloges de pointage; horodateurs et horocompteurs	u	20.00	3	actif
9106.90.00.00	- Autres	u	20.00	3	actif
9107.00.00.00	Interrupteurs horaires et autres appareils permettant de déclencher un mécanisme à temps donné, munis d'un mouvement d'horlogerie ou d'un moteur synchrone. Mouvements de montres, complets et assemblés. - Fonctionnant électriquement :	u	20.00	3	actif
9108.11.00.00	-- A affichage mécanique seulement ou avec un dispositif qui permette d'incorporer un affichage mécanique	u	20.00	3	actif
9108.12.00.00	-- A affichage optoélectronique seulement	u	20.00	3	actif
9108.19.00.00	-- Autres	u	20.00	3	actif
9108.20.00.00	- A remontage automatique	u	20.00	3	actif
9108.90.00.00	- Autres Mouvements d'horlogerie, complets et assemblés, autres que de montres.	u	20.00	3	actif
9109.10.00.00	- Fonctionnant électriquement	u	20.00	3	actif
9109.90.00.00	- Autres Mouvements d'horlogerie complets, non assemblés ou partiellement assemblés (chablons); mouvements d'horlogerie incomplets, assemblés; ébauches de mouvements d'horlogerie. - De montres :	u	20.00	3	actif
9110.11.00.00	-- Mouvements complets, non assemblés ou partiellement assemblés (chablons)	u	20.00	3	actif
9110.12.00.00	-- Mouvements incomplets, assemblés	kg	20.00	3	actif
9110.19.00.00	-- Ebauches	kg	10.00	2	actif
9110.90.00.00	- Autres Boîtes de montres des n°s 91.01 ou 91.02 et leurs parties.	kg	20.00	3	actif
9111.10.00.00	- Boîtes en métaux précieux ou en plaqués ou doublés de métaux précieux	u	20.00	3	actif
9111.20.00.00	- Boîtes en métaux communs, même dorés ou argentés	u	20.00	3	actif
9111.80.00.00	- Autres boîtes	u	20.00	3	actif
9111.90.00.00	- Parties Cages et cabinets d'appareils d'horlogerie et leurs parties.	kg	10.00	2	actif
9112.20.00.00	- Cages et cabinets	u	20.00	3	actif
9112.90.00.00	- Parties	kg	10.00	2	actif
9113.10.00.00	- En métaux précieux ou en plaqués ou doublés de métaux précieux	kg	20.00	3	actif
9113.20.00.00	- En métaux communs, même dorés ou argentés	kg	20.00	3	actif
9113.90.00.00	- Autres Autres fournitures d'horlogerie.	kg	20.00	3	actif
9114.30.00.00	- Cadrans	kg	20.00	3	actif
9114.40.00.00	- Platines et ponts	kg	20.00	3	actif
9114.90.00.00	- Autres	kg	20.00	3	actif
9201.10.00.00	- Pianos droits	u	10.00	2	actif
9201.20.00.00	- Pianos à queue	u	10.00	2	actif
9201.90.00.00	- Autres Autres instruments de musique à cordes (guitares, violons, harpes, par exemple).	u	10.00	2	actif
9202.10.00.00	- A cordes frottées à l'aide d'un archet	u	10.00	2	actif
9202.90.00.00	- Autres Instruments de musique à vent (orgues à tuyaux et à clavier, accordéons, clarinettes, trompettes, cornemuses, par exemple), autres que les orchestrions et les orgues de Barbarie.	u	10.00	2	actif
9205.10.00.00	- Instruments dits «cuivres»	u	10.00	2	actif
9205.90.00.00	- Autres	u	10.00	2	actif
9206.00.00.00	Instruments de musique à percussion (tambours, caisses, xylophones, cymbales, castagnettes	u	10.00	2	actif
9207.10.00.00	- Instruments à clavier, autres que les accordéons	u	10.00	2	actif
9207.90.00.00	- Autres Boîtes à musique, orchestrions, orgues de Barbarie, oiseaux chanteurs, scies musicales et autres instruments de musique non repris dans une autre position du présent Chapitre; appeaux de tous types; sifflets, cornes d'appel et autres instruments d'appel ou de signalisation à bouche.	u	10.00	2	actif
9208.10.00.00	- Boîtes à musique	u	10.00	2	actif
9208.90.00.00	- Autres Parties (mécanismes de boîtes à musique, par exemple) et accessoires (cartes, disques et rouleaux pour appareils à jouer mécaniquement, par exemple) d'instruments de musique; métronomes et diapasons de tous types.	u	10.00	2	actif
9209.30.00.00	- Cordes harmoniques - Autres :	kg	10.00	2	actif
9209.91.00.00	-- Parties et accessoires de pianos	kg	10.00	2	actif
9209.92.00.00	-- Parties et accessoires des instruments de musique du n° 92.	kg	10.00	2	actif
9209.94.00.00	-- Parties et accessoires des instruments de musique du n° 92.	kg	10.00	2	actif
9209.99.00.00	-- Autres	kg	10.00	2	actif
9301.10.00.00	- Pièces d'artillerie (canons, obusiers et mortiers, par exemple)	u	20.00	3	actif
9301.20.00.00	- Tubes lance-missiles; lance-flammes; lance-grenades; lance- torpilles et lanceurs similaires - Autres : -- Fusils et carabines comportant au moins un	u	20.00	3	actif
9301.90.10.00	canon lisse, entièrement automatiques	u	20.00	3	actif
9301.90.21.00	--- A culasse	u	20.00	3	actif
9301.90.22.00	--- Semi-automatiques	u	20.00	3	actif
9301.90.23.00	--- Entièrement automatiques	u	20.00	3	actif
9301.90.29.00	--- Autres	u	20.00	3	actif
9301.90.30.00	-- Mitrailleuses	u	20.00	3	actif
9301.90.41.00	--- Pistolets entièrement automatiques	u	20.00	3	actif
9301.90.49.00	--- Autres	u	20.00	3	actif
9301.90.90.00	-- Autres Revolvers et pistolets, autres que ceux des n°s 93.03 ou 93.04.	u	20.00	3	actif
9302.00.10.00	- Revolvers	u	20.00	3	actif
9302.00.21.00	-- Semi-automatiques	u	20.00	3	actif
9302.00.29.00	-- Autres	u	20.00	3	actif
9302.00.30.00	- Pistolets, à plusieurs canons Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lance-fusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lance- amarres, par exemple).	u	20.00	3	actif
9303.10.00.00	- Armes à feu ne pouvant être chargées que par le canon - Autres fusils et carabines de chasse ou de tir sportif comportant au moins un canon lisse : -- Fusils et carabines, à canon simple :	u	20.00	3	actif
9303.20.11.00	--- A pompe	u	20.00	3	actif
9303.20.12.00	--- Semi-automatiques	u	20.00	3	actif
9303.20.19.00	--- Autres	u	20.00	3	actif
9303.20.20.00	-- Fusils et carabines, à plusieurs canons, y compris les fusils- combinés - Autres fusils et carabines de chasse ou de tir sportif :	u	20.00	3	actif
9303.30.10.00	-- A culasse à un coup	u	20.00	3	actif
9303.30.20.00	-- Semi-automatiques	u	20.00	3	actif
9303.30.90.00	-- Autres	u	20.00	3	actif
9303.90.00.00	- Autres	u	20.00	3	actif
9304.00.00.00	Autres armes (fusils, carabines et pistolets à ressort, à air comprimé ou à gaz, matraques, par exemple), à l'exclusion de celles du n° 93.07. Parties et accessoires des articles des n°s 93.01 à 93.04. - De revolvers ou pistolets :	u	20.00	3	actif
9305.10.10.00	-- Mécanismes de mise à feu	kg	10.00	2	actif
9305.10.20.00	-- Carcasses	kg	10.00	2	actif
9305.10.30.00	-- Canons	kg	10.00	2	actif
9305.10.40.00	-- Pistons, crochets de verrouillage et amortisseurs à gaz	kg	10.00	2	actif
9305.10.50.00	-- Chargeurs et leurs parties	kg	10.00	2	actif
9305.10.60.00	-- Silencieux (dispositifs amortisseurs du bruit de la détonation) et leurs parties	kg	10.00	2	actif
9305.10.70.00	-- Crosses, plaquettes de crosse et plaques	kg	10.00	2	actif
9305.10.80.00	-- Coulisses (pour les pistolets) et barillets (pour les révolvers)	kg	10.00	2	actif
9305.10.90.00	-- Autres - De fusils ou carabines du n° 93.03 :	kg	10.00	2	actif
9305.20.10.00	-- Mécanismes de mise à feu	kg	10.00	2	actif
9305.20.20.00	-- Carcasses	kg	10.00	2	actif
9305.20.30.00	-- Canons rayés	kg	10.00	2	actif
9305.20.40.00	-- Pistons, tenons de verrouillage et amortisseurs à gaz	kg	10.00	2	actif
9305.20.50.00	-- Chargeurs et leurs parties	kg	10.00	2	actif
9305.20.60.00	-- Silencieux (Dispositifs amortisseurs du bruit de la détonation) et leurs parties	kg	10.00	2	actif
9305.20.70.00	-- Dispositifs anti-lueur et leurs parties	kg	10.00	2	actif
9305.20.80.00	-- Culasses, verrous (platines) et boîtes de culasse	kg	10.00	2	actif
9305.20.90.00	-- Autres - Autres : -- Des armes de guerre du n° 93.01 : --- De mitrailleuses, de pistolets-mitrailleurs (mitraillettes), de fusils ou de carabines :	kg	10.00	2	actif
